unix,date,symbol,open,high,low,close,Volume BTC,Volume USD
1646532000000,2022-03-06 02:00:00,BTC/USD,39448.21,39527.91,39371.9,39520.71,6.28151426,248249.9034303246
1646528400000,2022-03-06 01:00:00,BTC/USD,39657.24,39688.06,39378.13,39448.21,30.42293513,1200130.3338246173
1646524800000,2022-03-06 00:00:00,BTC/USD,39411.56,39695.51,39356.0,39657.24,18.59982328,737617.6557725471
1646521200000,2022-03-05 23:00:00,BTC/USD,39458.56,39473.95,39340.74,39411.56,10.1283442,399173.845138952
1646517600000,2022-03-05 22:00:00,BTC/USD,39391.01,39477.55,39290.01,39458.56,21.97024975,866914.41797536
1646514000000,2022-03-05 21:00:00,BTC/USD,39471.33,39552.21,39365.04,39391.01,16.62234115,654770.8064630616
1646510400000,2022-03-05 20:00:00,BTC/USD,39464.17,39592.54,39407.38,39471.33,21.49927326,848604.9096056358
1646506800000,2022-03-05 19:00:00,BTC/USD,39425.3,39480.91,39367.39,39464.17,12.08695859,477001.7885787203
1646503200000,2022-03-05 18:00:00,BTC/USD,39455.0,39473.95,39276.76,39425.3,14.82503081,584481.287193493
1646499600000,2022-03-05 17:00:00,BTC/USD,39357.86,39614.0,39331.47,39455.0,25.37839816,1001304.6994028
1646496000000,2022-03-05 16:00:00,BTC/USD,39175.78,39622.03,39154.13,39357.86,33.119724,1303521.46043064
1646492400000,2022-03-05 15:00:00,BTC/USD,39137.25,39229.3,39071.66,39175.78,27.35945391,1071827.9472982998
1646488800000,2022-03-05 14:00:00,BTC/USD,39009.58,39188.92,38946.55,39137.25,92.53859371,3621706.0766766975
1646485200000,2022-03-05 13:00:00,BTC/USD,39079.6,39106.56,38919.8,39009.58,6.38000977,248881.5015235966
1646481600000,2022-03-05 12:00:00,BTC/USD,39148.93,39377.81,39070.19,39079.6,33.58501603,1312488.9924459879
1646478000000,2022-03-05 11:00:00,BTC/USD,39153.13,39290.73,39077.7,39148.93,16.39940772,642019.2648717395
1646474400000,2022-03-05 10:00:00,BTC/USD,39043.6,39171.22,38822.06,39153.13,19.33200569,756908.5319413096
1646470800000,2022-03-05 09:00:00,BTC/USD,39102.83,39130.08,38998.05,39043.6,4.86937067,190117.760691212
1646467200000,2022-03-05 08:00:00,BTC/USD,39045.53,39211.51,38978.06,39102.83,19.87576192,777198.5394782335
1646463600000,2022-03-05 07:00:00,BTC/USD,38985.83,39151.62,38973.01,39045.53,3.85580814,150552.0724046142
1646460000000,2022-03-05 06:00:00,BTC/USD,39019.73,39116.6,38951.4,38985.83,7.96735996,310614.1409493668
1646456400000,2022-03-05 05:00:00,BTC/USD,38863.19,39019.73,38818.61,39019.73,9.51260389,371179.2353847497
1646452800000,2022-03-05 04:00:00,BTC/USD,39083.02,39120.06,38734.01,38863.19,23.66029074,919514.3744838607
1646449200000,2022-03-05 03:00:00,BTC/USD,38896.41,39132.94,38851.06,39083.02,9.51170018,371745.96836894355
1646445600000,2022-03-05 02:00:00,BTC/USD,38992.2,39068.46,38857.59,38896.41,14.17307655,551281.7964501855
1646442000000,2022-03-05 01:00:00,BTC/USD,38762.85,39088.64,38600.0,38992.2,65.8575591,2567931.1159390197
1646438400000,2022-03-05 00:00:00,BTC/USD,39168.0,39211.17,38750.95,38762.85,45.75212116,1773482.609706906
1646434800000,2022-03-04 23:00:00,BTC/USD,39015.09,39266.01,38863.39,39168.0,152.56954076,5975843.7724876795
1646431200000,2022-03-04 22:00:00,BTC/USD,39404.12,39484.79,38588.89,39015.09,85.33971214,3329536.5497161923
1646427600000,2022-03-04 21:00:00,BTC/USD,39500.0,39647.0,39231.35,39404.12,98.08980673,3865142.515165728
1646424000000,2022-03-04 20:00:00,BTC/USD,39764.46,39875.81,39089.86,39500.0,410.95250317,16232623.875215
1646420400000,2022-03-04 19:00:00,BTC/USD,40584.74,40643.55,39641.21,39764.46,325.65474324,12949485.01137725
1646416800000,2022-03-04 18:00:00,BTC/USD,40850.87,40917.25,40559.06,40584.74,44.52677208,1807107.4679060592
1646413200000,2022-03-04 17:00:00,BTC/USD,40751.12,40962.43,40669.0,40850.87,51.53238036,2105142.570876913
1646409600000,2022-03-04 16:00:00,BTC/USD,40695.4,40835.48,40417.52,40751.12,95.42672679,3888745.9946265053
1646406000000,2022-03-04 15:00:00,BTC/USD,41103.23,41222.67,40552.22,40695.4,132.94527575,5410261.17475655
1646402400000,2022-03-04 14:00:00,BTC/USD,41297.14,41522.55,40640.34,41103.23,167.76283189,6895594.264626006
1646398800000,2022-03-04 13:00:00,BTC/USD,41532.31,41830.37,41248.96,41297.14,52.87695714,2183667.1017845795
1646395200000,2022-03-04 12:00:00,BTC/USD,41660.53,41769.57,41354.58,41532.31,27.35854185,1136263.4412621735
1646391600000,2022-03-04 11:00:00,BTC/USD,41681.41,41900.07,41594.25,41660.53,27.03017241,1126091.3085919772
1646388000000,2022-03-04 10:00:00,BTC/USD,41537.78,41781.84,41479.78,41681.41,18.70230678,779538.5168429599
1646384400000,2022-03-04 09:00:00,BTC/USD,41580.07,41835.91,41325.42,41537.78,186.18582108,7733745.675140402
1646380800000,2022-03-04 08:00:00,BTC/USD,41428.71,41767.25,40885.87,41580.07,92.0920776,3829195.0330534317
1646377200000,2022-03-04 07:00:00,BTC/USD,41401.49,41477.64,41275.36,41428.71,65.74167452,2723592.7686034692
1646373600000,2022-03-04 06:00:00,BTC/USD,41350.01,41502.34,41280.58,41401.49,8.43083499,349049.13053013507
1646370000000,2022-03-04 05:00:00,BTC/USD,41391.3,41432.56,41253.41,41350.01,9.18426046,379769.26186360465
1646366400000,2022-03-04 04:00:00,BTC/USD,41449.63,41449.63,41130.71,41391.3,51.87222806,2147058.953299878
1646362800000,2022-03-04 03:00:00,BTC/USD,41401.89,41492.08,41213.72,41449.63,20.50100593,849759.1104263059
1646359200000,2022-03-04 02:00:00,BTC/USD,41525.02,41537.95,41300.05,41401.89,83.39013317,3452509.120589691
1646355600000,2022-03-04 01:00:00,BTC/USD,41618.47,41686.01,41073.25,41525.02,197.28567627,8192291.652825275
1646352000000,2022-03-04 00:00:00,BTC/USD,42461.16,42513.96,41512.26,41618.47,107.06797209,4456005.1843885025
1646348400000,2022-03-03 23:00:00,BTC/USD,42507.4,42613.45,42391.89,42461.16,30.17795221,1281390.8572611636
1646344800000,2022-03-03 22:00:00,BTC/USD,42068.39,42700.14,42059.37,42507.4,54.6982551,2325080.60883774
1646341200000,2022-03-03 21:00:00,BTC/USD,42017.26,42124.65,41822.75,42068.39,181.03831509,7615990.444149005
1646337600000,2022-03-03 20:00:00,BTC/USD,42199.98,42262.06,41829.54,42017.26,117.29263512,4928315.145922172
1646334000000,2022-03-03 19:00:00,BTC/USD,42240.87,42407.66,42103.61,42199.98,63.68266119,2687407.0285647763
1646330400000,2022-03-03 18:00:00,BTC/USD,42407.12,42543.35,42150.83,42240.87,58.85486516,2486080.7080910895
1646326800000,2022-03-03 17:00:00,BTC/USD,42418.47,42592.3,42066.48,42407.12,87.30129902,3702196.6636970225
1646323200000,2022-03-03 16:00:00,BTC/USD,42560.74,42739.94,42280.02,42418.47,166.97586242,7082860.610786897
1646319600000,2022-03-03 15:00:00,BTC/USD,43438.28,43512.95,42348.09,42560.74,183.44077821,7807375.266793475
1646316000000,2022-03-03 14:00:00,BTC/USD,44012.01,44136.36,43367.04,43438.28,101.83818215,4423675.470922702
1646312400000,2022-03-03 13:00:00,BTC/USD,43584.28,44065.97,43522.03,44012.01,42.72315822,1880332.0668102223
1646308800000,2022-03-03 12:00:00,BTC/USD,43398.33,43800.86,43337.0,43584.28,20.0504794,873885.708303832
1646305200000,2022-03-03 11:00:00,BTC/USD,43385.08,43616.96,43313.68,43398.33,18.39636784,798371.6423217072
1646301600000,2022-03-03 10:00:00,BTC/USD,43179.39,43517.1,43072.28,43385.08,20.15633808,874484.3401078465
1646298000000,2022-03-03 09:00:00,BTC/USD,43443.2,43479.92,43127.64,43179.39,10.73208361,463404.8237087979
1646294400000,2022-03-03 08:00:00,BTC/USD,43462.56,43625.65,43285.34,43443.2,6.58265388,285971.54903961596
1646290800000,2022-03-03 07:00:00,BTC/USD,43456.94,43688.68,43363.02,43462.56,25.78548106,1120703.0176991136
1646287200000,2022-03-03 06:00:00,BTC/USD,43352.86,43478.34,42949.0,43456.94,37.18861895,1616103.582393013
1646283600000,2022-03-03 05:00:00,BTC/USD,43440.71,43507.91,43307.77,43352.86,10.58102108,458717.52553828876
1646280000000,2022-03-03 04:00:00,BTC/USD,43331.62,43486.14,43279.36,43440.71,26.1816349,1137348.8090167788
1646276400000,2022-03-03 03:00:00,BTC/USD,43830.4,43864.87,43252.96,43331.62,22.7091053,984022.321399586
1646272800000,2022-03-03 02:00:00,BTC/USD,43849.52,43863.32,43602.63,43830.4,12.23212346,536138.8641011841
1646269200000,2022-03-03 01:00:00,BTC/USD,44004.76,44034.51,43728.48,43849.52,18.77565297,823303.3704210743
1646265600000,2022-03-03 00:00:00,BTC/USD,43936.11,44066.93,43706.27,44004.76,19.22405215,845949.801088234
1646262000000,2022-03-02 23:00:00,BTC/USD,44110.83,44200.0,43890.73,43936.11,21.8285773,959062.773396303
1646258400000,2022-03-02 22:00:00,BTC/USD,44099.7,44369.9,43916.52,44110.83,27.22826115,1201061.1987832547
1646254800000,2022-03-02 21:00:00,BTC/USD,43840.84,44107.08,43774.22,44099.7,26.5190476,1169482.0434457199
1646251200000,2022-03-02 20:00:00,BTC/USD,43709.59,43903.59,43703.89,43840.84,44.58760624,1954758.1111508415
1646247600000,2022-03-02 19:00:00,BTC/USD,43615.05,43825.24,43459.85,43709.59,26.27280467,1148373.5202757851
1646244000000,2022-03-02 18:00:00,BTC/USD,43774.56,43957.87,43573.24,43615.05,32.09936544,1400015.4286338722
1646240400000,2022-03-02 17:00:00,BTC/USD,44266.83,44443.51,43752.76,43774.56,52.59907487,2302501.358841307
1646236800000,2022-03-02 16:00:00,BTC/USD,44127.88,44500.12,43974.84,44266.83,79.77425258,3531353.2773359213
1646233200000,2022-03-02 15:00:00,BTC/USD,44821.95,45303.0,43868.32,44127.88,386.7759157,17067601.194899715
1646229600000,2022-03-02 14:00:00,BTC/USD,43562.15,44870.2,43533.75,44821.95,122.14266219,5474672.29754707
1646226000000,2022-03-02 13:00:00,BTC/USD,44034.8,44058.26,43359.61,43562.15,63.7158529,2775599.541407735
1646222400000,2022-03-02 12:00:00,BTC/USD,44131.34,44371.64,43790.93,44034.8,42.84702001,1886759.956736348
1646218800000,2022-03-02 11:00:00,BTC/USD,44164.25,44252.78,44030.49,44131.34,16.77296738,740213.5262556892
1646215200000,2022-03-02 10:00:00,BTC/USD,43900.16,44352.29,43887.88,44164.25,28.5955693,1262901.871457525
1646211600000,2022-03-02 09:00:00,BTC/USD,43859.86,44193.29,43795.58,43900.16,42.88462509,1882641.9029910145
1646208000000,2022-03-02 08:00:00,BTC/USD,43971.08,44297.76,43785.33,43859.86,18.32521113,803741.1946322417
1646204400000,2022-03-02 07:00:00,BTC/USD,43974.9,43995.0,43696.9,43971.08,26.89512764,1182607.8090686512
1646200800000,2022-03-02 06:00:00,BTC/USD,44297.69,44393.79,43917.02,43974.9,24.69054937,1085764.439490813
1646197200000,2022-03-02 05:00:00,BTC/USD,44280.25,44399.51,44100.0,44297.69,23.90316957,1058855.1956292933
1646193600000,2022-03-02 04:00:00,BTC/USD,44346.16,44556.99,44180.0,44280.25,63.94699354,2831588.860699585
1646190000000,2022-03-02 03:00:00,BTC/USD,44227.06,44554.71,44095.61,44346.16,57.24420506,2538560.6766635696
1646186400000,2022-03-02 02:00:00,BTC/USD,44048.93,44301.9,43887.48,44227.06,25.20095075,1114563.960877295
1646182800000,2022-03-02 01:00:00,BTC/USD,44309.29,44411.82,43842.62,44048.93,48.76415589,2148008.889307698
1646179200000,2022-03-02 00:00:00,BTC/USD,44441.25,44764.16,43941.57,44309.29,79.70555771,3531696.671184126
1646175600000,2022-03-01 23:00:00,BTC/USD,44193.59,44532.68,44092.16,44441.25,54.48223641,2421258.6888559125
1646172000000,2022-03-01 22:00:00,BTC/USD,43898.3,44247.9,43796.39,44193.59,23.20089637,1025330.9018082682
1646168400000,2022-03-01 21:00:00,BTC/USD,44112.46,44280.65,43772.51,43898.3,80.94688233,3553430.524587039
1646164800000,2022-03-01 20:00:00,BTC/USD,43750.0,44155.9,43722.1,44112.46,168.04897022,7413053.476870941
1646161200000,2022-03-01 19:00:00,BTC/USD,43841.62,44101.0,43704.98,43750.0,118.31412817,5176243.1074375
1646157600000,2022-03-01 18:00:00,BTC/USD,43665.15,43902.53,43469.72,43841.62,45.00934441,1973282.5740723442
1646154000000,2022-03-01 17:00:00,BTC/USD,43396.86,43895.61,43271.09,43665.15,59.67004362,2605501.4051738433
1646150400000,2022-03-01 16:00:00,BTC/USD,43679.74,44039.04,43240.0,43396.86,145.29641192,6305408.046594571
1646146800000,2022-03-01 15:00:00,BTC/USD,43813.74,44090.9,43385.79,43679.74,232.89654939,10172860.724252358
1646143200000,2022-03-01 14:00:00,BTC/USD,44470.67,44709.86,43738.95,43813.74,228.01224895,9990069.392310573
1646139600000,2022-03-01 13:00:00,BTC/USD,44690.55,44979.18,44466.89,44470.67,399.12199185,17749222.389304038
1646136000000,2022-03-01 12:00:00,BTC/USD,43623.33,44716.94,43595.64,44690.55,293.32125323,13108688.133537978
1646132400000,2022-03-01 11:00:00,BTC/USD,43576.45,43851.16,43394.88,43623.33,80.48858565,3511180.1330432147
1646128800000,2022-03-01 10:00:00,BTC/USD,43255.12,43608.3,42871.08,43576.45,71.99522373,3137296.2671091584
1646125200000,2022-03-01 09:00:00,BTC/USD,43553.85,43553.85,43152.06,43255.12,16.45753308,711872.5682793697
1646121600000,2022-03-01 08:00:00,BTC/USD,43522.27,43705.54,43342.14,43553.85,36.98669151,1610912.8140228135
1646118000000,2022-03-01 07:00:00,BTC/USD,43464.0,43564.58,43310.57,43522.27,28.35022627,1233866.2022840327
1646114400000,2022-03-01 06:00:00,BTC/USD,43231.75,43485.0,43063.09,43464.0,39.2439289,1705698.1257096
1646110800000,2022-03-01 05:00:00,BTC/USD,43369.98,43429.48,43169.73,43231.75,52.89439079,2286717.0790355825
1646107200000,2022-03-01 04:00:00,BTC/USD,43174.08,43412.02,43100.0,43369.98,59.53596327,2582073.536300635
1646103600000,2022-03-01 03:00:00,BTC/USD,43177.52,43184.24,42884.06,43174.08,24.25236809,1047073.6801071073
1646100000000,2022-03-01 02:00:00,BTC/USD,43296.96,43324.55,42989.15,43177.52,74.92035725,3234875.2235690197
1646096400000,2022-03-01 01:00:00,BTC/USD,43586.18,43628.9,43221.26,43296.96,119.0457097,5154317.331052512
1646092800000,2022-03-01 00:00:00,BTC/USD,43189.34,43745.0,43164.8,43586.18,116.72794379,5087725.169060823
1646089200000,2022-02-28 23:00:00,BTC/USD,43010.12,43356.19,42888.61,43189.34,150.7818734,6512169.596109555
1646085600000,2022-02-28 22:00:00,BTC/USD,41652.38,44253.03,41646.2,43010.12,398.11216202,17122851.861939646
1646082000000,2022-02-28 21:00:00,BTC/USD,41926.08,41926.08,41508.91,41652.38,56.67340123,2360582.0439244276
1646078400000,2022-02-28 20:00:00,BTC/USD,41338.81,41957.31,41269.81,41926.08,164.71303649,6905771.94492266
1646074800000,2022-02-28 19:00:00,BTC/USD,41227.47,41400.0,41020.64,41338.81,66.11769864,2733226.9817162184
1646071200000,2022-02-28 18:00:00,BTC/USD,41427.02,41487.07,41018.79,41227.47,165.95601537,6841946.644986213
1646067600000,2022-02-28 17:00:00,BTC/USD,41008.22,41429.0,40756.3,41427.02,107.95335014,4472185.595316783
1646064000000,2022-02-28 16:00:00,BTC/USD,40839.98,41359.44,40717.76,41008.22,270.67507451,11099903.004022473
1646060400000,2022-02-28 15:00:00,BTC/USD,39840.99,40933.2,39645.83,40839.98,374.10845921,15278581.991967216
1646056800000,2022-02-28 14:00:00,BTC/USD,38019.14,39901.17,38019.14,39840.99,278.93754334,11113147.874833506
1646053200000,2022-02-28 13:00:00,BTC/USD,38301.16,38356.76,37954.37,38019.14,43.57191505,1656566.738354057
1646049600000,2022-02-28 12:00:00,BTC/USD,38358.21,38653.84,38183.85,38301.16,75.17230038,2879186.304422441
1646046000000,2022-02-28 11:00:00,BTC/USD,38377.7,38488.95,38145.13,38358.21,11.90165199,456526.06637933786
1646042400000,2022-02-28 10:00:00,BTC/USD,38124.78,38462.03,38114.43,38377.7,14.94083936,573395.050706272
1646038800000,2022-02-28 09:00:00,BTC/USD,38322.98,38571.53,38124.76,38124.78,29.43426324,1122174.8104870871
1646035200000,2022-02-28 08:00:00,BTC/USD,38356.78,38671.37,38207.5,38322.98,34.26393725,1313096.181953005
1646031600000,2022-02-28 07:00:00,BTC/USD,38001.58,38472.61,37912.16,38356.78,40.66209407,1559666.9965822946
1646028000000,2022-02-28 06:00:00,BTC/USD,37843.35,38127.03,37489.0,38001.58,25.79162755,980122.597671529
1646024400000,2022-02-28 05:00:00,BTC/USD,37815.88,38029.24,37753.89,37843.35,20.73762551,784781.2203438585
1646020800000,2022-02-28 04:00:00,BTC/USD,37815.02,38049.48,37753.89,37815.88,26.3030221,994671.9273709479
1646017200000,2022-02-28 03:00:00,BTC/USD,37765.51,37899.81,37670.11,37815.02,22.91118329,866386.8543350158
1646013600000,2022-02-28 02:00:00,BTC/USD,37997.7,38123.26,37585.0,37765.51,90.88489946,3432314.579405625
1646010000000,2022-02-28 01:00:00,BTC/USD,37561.17,38400.0,37561.17,37997.7,144.54189092,5492259.408610883
1646006400000,2022-02-28 00:00:00,BTC/USD,37706.31,37805.19,37468.25,37561.17,27.97708787,1050852.1535900077
1646002800000,2022-02-27 23:00:00,BTC/USD,37835.02,37851.47,37383.9,37706.31,47.2432124,1781367.2121502438
1645999200000,2022-02-27 22:00:00,BTC/USD,37429.13,37928.08,37363.86,37835.02,68.0204801,2573556.224993102
1645995600000,2022-02-27 21:00:00,BTC/USD,37996.31,38070.47,37003.56,37429.13,209.10905826,7826770.125791114
1645992000000,2022-02-27 20:00:00,BTC/USD,37598.86,38293.55,37416.77,37996.31,170.9398105,6495082.031099254
1645988400000,2022-02-27 19:00:00,BTC/USD,38913.24,38976.84,37530.35,37598.86,123.50497748,4643646.357573672
1645984800000,2022-02-27 18:00:00,BTC/USD,38992.0,39124.58,38822.82,38913.24,96.28238524,3746659.5646165772
1645981200000,2022-02-27 17:00:00,BTC/USD,39113.61,39158.05,38966.97,38992.0,13.0894688,510384.5674496
1645977600000,2022-02-27 16:00:00,BTC/USD,39367.64,39459.23,38976.54,39113.61,19.0050301,743355.335369661
1645974000000,2022-02-27 15:00:00,BTC/USD,38823.25,39441.83,38757.94,39367.64,31.29096953,1231851.6237080093
1645970400000,2022-02-27 14:00:00,BTC/USD,39087.79,39191.29,38687.04,38823.25,34.0693883,1322684.379317975
1645966800000,2022-02-27 13:00:00,BTC/USD,39768.46,39826.93,38563.26,39087.79,62.30572431,2435393.0676271752
1645963200000,2022-02-27 12:00:00,BTC/USD,39503.35,39868.47,39396.04,39768.46,47.67478062,1895952.606095245
1645959600000,2022-02-27 11:00:00,BTC/USD,39393.76,39543.2,39261.83,39503.35,15.99160388,631721.9251329979
1645956000000,2022-02-27 10:00:00,BTC/USD,39113.0,39471.6,39036.54,39393.76,21.17473473,834152.4180172848
1645952400000,2022-02-27 09:00:00,BTC/USD,38844.82,39150.58,38786.67,39113.0,12.15397222,475378.31544086
1645948800000,2022-02-27 08:00:00,BTC/USD,38816.6,38902.01,38645.02,38844.82,12.70351325,493465.685563865
1645945200000,2022-02-27 07:00:00,BTC/USD,38791.19,38890.18,38780.07,38816.6,3.73812524,145101.312190984
1645941600000,2022-02-27 06:00:00,BTC/USD,38622.8,38882.21,38611.36,38791.19,8.59093191,333252.4719978729
1645938000000,2022-02-27 05:00:00,BTC/USD,38580.83,38770.04,38500.0,38622.8,17.40743295,672323.8013412601
1645934400000,2022-02-27 04:00:00,BTC/USD,38631.68,38691.68,38506.75,38580.83,13.78003585,531645.2205227555
1645930800000,2022-02-27 03:00:00,BTC/USD,38567.63,38709.51,38543.91,38631.68,15.08424361,582729.6721835647
1645927200000,2022-02-27 02:00:00,BTC/USD,38259.38,38589.06,38225.28,38567.63,26.68718026,1029261.2940109838
1645923600000,2022-02-27 01:00:00,BTC/USD,38828.01,38876.15,38249.53,38259.38,38.38547896,1468604.6260126447
1645920000000,2022-02-27 00:00:00,BTC/USD,39130.24,39269.22,38751.65,38828.01,22.70106022,881436.9932327622
1645916400000,2022-02-26 23:00:00,BTC/USD,39166.5,39177.16,38942.57,39130.24,33.19695002,1299004.621550605
1645912800000,2022-02-26 22:00:00,BTC/USD,39492.17,39501.89,39094.28,39166.5,17.36047652,679949.1036205799
1645909200000,2022-02-26 21:00:00,BTC/USD,39361.55,39693.32,39330.08,39492.17,43.40378624,1714109.7048337408
1645905600000,2022-02-26 20:00:00,BTC/USD,39285.57,39452.72,39244.81,39361.55,7.38089326,290523.399098153
1645902000000,2022-02-26 19:00:00,BTC/USD,39097.89,39470.46,39097.89,39285.57,21.63855994,850083.1612220658
1645898400000,2022-02-26 18:00:00,BTC/USD,39288.53,39288.53,38866.08,39097.89,20.02266719,782844.0393012291
1645894800000,2022-02-26 17:00:00,BTC/USD,39205.1,39318.49,39127.2,39288.53,18.78939541,738207.7252476473
1645891200000,2022-02-26 16:00:00,BTC/USD,39245.54,39346.29,39072.97,39205.1,14.6010343,572435.00983493
1645887600000,2022-02-26 15:00:00,BTC/USD,39235.65,39383.7,39176.41,39245.54,20.13917129,790372.6524285466
1645884000000,2022-02-26 14:00:00,BTC/USD,39103.17,39377.81,38987.35,39235.65,25.8187149,1013014.061266185
1645880400000,2022-02-26 13:00:00,BTC/USD,39016.13,39266.01,38939.22,39103.17,18.38211828,718799.0960629475
1645876800000,2022-02-26 12:00:00,BTC/USD,38968.19,39040.08,38797.17,39016.13,5.3946276,210477.49174318797
1645873200000,2022-02-26 11:00:00,BTC/USD,39041.72,39189.0,38819.7,38968.19,14.39431897,560920.5565435643
1645869600000,2022-02-26 10:00:00,BTC/USD,38825.87,39086.65,38808.84,39041.72,17.94268387,700513.2397010564
1645866000000,2022-02-26 09:00:00,BTC/USD,38785.42,38935.97,38604.07,38825.87,13.37519934,519303.7507989258
1645862400000,2022-02-26 08:00:00,BTC/USD,39215.92,39557.04,38694.2,38785.42,48.847745,1894580.3058779
1645858800000,2022-02-26 07:00:00,BTC/USD,39142.29,39223.72,38984.01,39215.92,10.96622841,430050.73602828715
1645855200000,2022-02-26 06:00:00,BTC/USD,39021.5,39236.54,39021.5,39142.29,6.35036936,248567.99909623442
1645851600000,2022-02-26 05:00:00,BTC/USD,39384.27,39393.69,38990.36,39021.5,14.77510303,576546.6828851451
1645848000000,2022-02-26 04:00:00,BTC/USD,39434.49,39486.4,39285.23,39384.27,5.07413307,199841.0268448089
1645844400000,2022-02-26 03:00:00,BTC/USD,39593.46,39618.31,39286.06,39434.49,24.08929124,949948.9145108676
1645840800000,2022-02-26 02:00:00,BTC/USD,39758.09,39758.09,39503.11,39593.46,25.89758359,1025374.9399673213
1645837200000,2022-02-26 01:00:00,BTC/USD,39778.83,39857.32,39604.2,39758.09,33.92046611,1348612.9444433297
1645833600000,2022-02-26 00:00:00,BTC/USD,39224.94,40326.51,39106.17,39778.83,123.53995895,4914275.025279028
1645830000000,2022-02-25 23:00:00,BTC/USD,39462.38,39665.44,39150.0,39224.94,54.8274391,2150603.009051154
1645826400000,2022-02-25 22:00:00,BTC/USD,39004.72,39514.14,38895.23,39462.38,30.68538149,1210918.1848033462
1645822800000,2022-02-25 21:00:00,BTC/USD,39132.05,39234.01,38978.64,39004.72,39.01748209,1521865.9640254648
1645819200000,2022-02-25 20:00:00,BTC/USD,38701.96,39244.68,38637.07,39132.05,76.71321117,3001945.2151649985
1645815600000,2022-02-25 19:00:00,BTC/USD,38670.43,38976.27,38560.75,38701.96,115.44525153,4467957.506903999
1645812000000,2022-02-25 18:00:00,BTC/USD,39013.75,39052.48,38567.97,38670.43,129.19797404,4996141.211255637
1645808400000,2022-02-25 17:00:00,BTC/USD,39400.88,39422.48,38898.6,39013.75,34.77635189,1356755.8985484876
1645804800000,2022-02-25 16:00:00,BTC/USD,39465.71,39610.61,39228.02,39400.88,75.93324085,2991836.510741948
1645801200000,2022-02-25 15:00:00,BTC/USD,39019.46,39598.51,38733.52,39465.71,218.85112421,8637115.00124584
1645797600000,2022-02-25 14:00:00,BTC/USD,39393.62,39484.93,38963.78,39019.46,158.27511103,6175809.363830644
1645794000000,2022-02-25 13:00:00,BTC/USD,39371.53,39732.61,39264.06,39393.62,100.16329768,3945794.886752802
1645790400000,2022-02-25 12:00:00,BTC/USD,38769.61,39508.08,38764.08,39371.53,85.92284588,3382913.904249796
1645786800000,2022-02-25 11:00:00,BTC/USD,38587.04,38897.24,38378.93,38769.61,31.63855284,1226614.3545711923
1645783200000,2022-02-25 10:00:00,BTC/USD,38693.25,38786.79,38494.65,38587.04,26.79223624,1033833.0914823296
1645779600000,2022-02-25 09:00:00,BTC/USD,38381.1,38759.85,38034.69,38693.25,47.92879554,1854520.868028105
1645776000000,2022-02-25 08:00:00,BTC/USD,38519.48,38536.49,38194.61,38381.1,82.24291983,3156573.730287213
1645772400000,2022-02-25 07:00:00,BTC/USD,38723.61,38842.2,38415.54,38519.48,30.11299355,1159936.852789354
1645768800000,2022-02-25 06:00:00,BTC/USD,38450.23,38788.58,38382.41,38723.61,22.11238971,856271.5552980531
1645765200000,2022-02-25 05:00:00,BTC/USD,38737.69,38807.06,38351.7,38450.23,17.90547265,688469.5416512096
1645761600000,2022-02-25 04:00:00,BTC/USD,38961.51,39102.04,38736.8,38737.69,2.21012496,85615.1355617424
1645758000000,2022-02-25 03:00:00,BTC/USD,38825.16,39026.32,38539.9,38961.51,128.05176009,4989089.931264136
1645754400000,2022-02-25 02:00:00,BTC/USD,38571.18,38841.6,38512.46,38825.16,134.57390598,5224853.431498458
1645750800000,2022-02-25 01:00:00,BTC/USD,38249.44,38936.94,38170.0,38571.18,30.11482105,1161564.183387339
1645747200000,2022-02-25 00:00:00,BTC/USD,38347.05,38777.76,38249.44,38249.44,20.86639129,798127.7816633777
1645743600000,2022-02-24 23:00:00,BTC/USD,37870.32,38388.82,37870.32,38347.05,37.25746231,1428713.7700746856
1645740000000,2022-02-24 22:00:00,BTC/USD,38424.66,38481.59,37746.8,37870.32,31.07488305,1176815.765066076
1645736400000,2022-02-24 21:00:00,BTC/USD,38424.83,38654.77,38198.27,38424.66,175.85603432,6757208.327694331
1645732800000,2022-02-24 20:00:00,BTC/USD,37345.08,39736.52,37317.01,38424.83,685.46972427,26339057.625221625
1645729200000,2022-02-24 19:00:00,BTC/USD,36431.75,37377.92,36262.12,37345.08,267.58323496,9992917.316239998
1645725600000,2022-02-24 18:00:00,BTC/USD,35864.94,36812.0,35836.12,36431.75,169.82209328,6186916.046853639
1645722000000,2022-02-24 17:00:00,BTC/USD,36185.46,36210.15,35774.81,35864.94,80.16133153,2874981.3456435585
1645718400000,2022-02-24 16:00:00,BTC/USD,35963.57,36344.1,35900.0,36185.46,109.83300348,3974357.7541054008
1645714800000,2022-02-24 15:00:00,BTC/USD,35675.33,36135.2,35444.98,35963.57,156.21584058,5618079.317807671
1645711200000,2022-02-24 14:00:00,BTC/USD,35510.22,35939.2,35221.69,35675.33,166.47375223,5939006.047143486
1645707600000,2022-02-24 13:00:00,BTC/USD,35259.77,35685.44,35141.99,35510.22,97.45657581,3460704.4474597783
1645704000000,2022-02-24 12:00:00,BTC/USD,35450.06,35466.46,35078.42,35259.77,55.87750988,1970228.1465415272
1645700400000,2022-02-24 11:00:00,BTC/USD,35200.63,35572.92,34907.23,35450.06,72.36854028,2565469.095038417
